#BJD_TDB           photon_counts     error              X_position           Y_position
2458056.1956662238 8944271.876137672 3280.6201693677167 -0.06899738239904196 0.0863272639479324
2458054.797599768 8936849.702780858 3287.835805809693 -0.06009031424430166 -0.07392142499030209
2458055.4567218334 8908094.233483985 3288.059389606625 0.11454617224760098 0.0002140856356295795
2458055.6660515442 8920282.905915424 3277.5927381615807 0.15086571090428538 -0.007018669127778279
2458055.2509564636 8894754.07010434 3294.6858111933066 0.09036033064076995 -0.003553995228380624
2458055.9899124936 8941658.865519905 3287.191886187742 0.045308892491003255 0.07415068145891496
2458055.34577799 8914743.896648679 3271.831416704825 0.046121487882125035 -0.030825910839093737
2458056.125889377 8935166.43375616 3286.716871327432 0.010610034660420877 0.08243836454590653
2458056.4712077295 8947280.75839621 3277.2127326387927 -0.06404885597459618 0.08226910388729985
2458055.7805709746 8879226.96030461 3288.516242153987 0.020526368815277144 0.11222071069626634
2458054.8752115727 8963092.087585133 3279.6058615578695 -0.0797372172049837 -0.060370703591358946
2458055.8575119274 8910788.36681373 3285.837910951408 0.03352633675564119 0.08511880486831237
2458055.07738895 8959611.242348747 3283.6337026467177 -0.07434824601673709 -0.05312193869250702
2458056.4425980668 8914646.049916673 3296.0765922342594 0.021034330438323867 0.11036542692657104
2458055.0523553174 8930559.387118246 3305.2677663531163 0.030722959820973304 -0.021189435631727385
2458054.815480546 8964038.436150346 3281.5768461654866 -0.16155901620123284 -0.07329515862404827
2458055.7912998837 8905023.765419008 3279.615844044243 0.026108438630375107 0.08323799200222837
2458056.059689185 8950556.04732967 3289.3959193263954 -0.03197697318294524 0.07571772934029128
2458055.677266144 7798525.121172546 3111.3245372687957 2.990362020751677 1.2412264340768162
2458055.3207447063 8911830.98581382 3301.5985653310886 0.07038550493251342 -0.007896590965987604
2458054.9378473647 8954573.727690382 3283.7880196605774 0.009636715434920055 -0.052687244127990765
2458056.0042172153 8948143.901645634 3279.109798212242 -0.1087720597842109 0.07241113598068168
2458055.3976737442 8917143.513932316 3284.382614913688 0.13810235526346076 -0.010062503464897746
2458055.5998511645 8915733.621763617 3278.282708304809 0.10606670278118059 -0.007902510997839174
2458056.1366179707 8941313.815624094 3278.7257594553353 -0.120265103553313 0.07926544260756911
2458055.9272884345 8931268.68362231 3284.3288772788783 0.0010839143857179817 0.07751511188509771
2458054.8680592123 8959666.93891249 3290.3262993651583 -0.03094765509347277 -0.05781408111406282
2458055.7384435553 8915129.18058009 3270.5244253839664 -0.014464876446927821 0.08055835647934433
2458055.5157694616 8885732.64659227 3292.9155401593785 0.10912480698856272 0.010723810872995121
2458055.1883322787 8926136.460191654 3295.0600249418508 0.05251088356008424 -0.022580271024184542
2458056.1187370867 8940779.24349793 3296.800498125714 0.01731385164859779 0.08834683168939958
2458056.464055274 8943599.030284418 3277.6967331154465 -0.0611849540101201 0.08378620337316281
2458055.1185671794 8931486.919041298 3298.922595225467 0.03312016961788491 -0.014166747442642638
2458055.5372270453 8920527.77432913 3275.371612235466 0.0613416389690732 -0.008762157605009036
2458055.912983396 8893248.050961273 3293.998070073769 0.008445463713566258 0.10048308987702165
2458054.9306949466 8956327.73753934 3290.9394462303103 0.012575320392600937 -0.05368865488829734
2458054.7904470456 8894183.176963499 3292.502535484061 -0.04038966864471406 -0.07405662517873089
2458055.46387412 8914163.350486225 3286.504358695338 0.1202475163639491 -0.003193825003585518
2458056.2511378406 8934750.069265136 3291.558173708449 -0.0032581497799191025 0.09160413946270655
2458055.0666603614 8950053.332656115 3287.233477223354 0.03491387958030437 -0.03881299390794048
2458055.9827601556 8935739.539417371 3299.9744226537778 0.0614754386464705 0.09209037998457378
2458055.648170216 8882325.190852193 3289.897782744293 0.1362261147282148 0.006879273458746324
2458055.1954849917 8931243.252016595 3289.0584275435153 0.03325229586528217 -0.028335895149251097
2458055.4048262844 8915883.024080822 3271.9951639664187 0.0028352334658917895 -0.018501417913889928
2458055.1364485077 8951168.850742033 3284.8678553178397 -0.004644769724263852 -0.037697403533449525
2458056.3244906883 8948810.048158204 3285.616362449995 -0.049888007566435966 0.07992833016740275
2458054.860906556 8950461.141362162 3295.051106566981 -0.040931350900312045 -0.052308240373127965
2458055.9201359586 8921986.924943173 3292.283494390748 -0.007094272073223174 0.08525997524668553
2458055.5229222095 8907684.883188121 3287.8580158519453 0.11950712648567101 -0.003318336130103003
2458055.731291419 8902904.35994897 3272.186275988339 -0.020512653201256746 0.08171815214612868
2458055.809180824 8916799.799063195 3271.7152893214757 -0.08782674165709543 0.08015432519973188
2458055.4746027132 8911146.103814078 3275.560558839236 0.01791689164929974 -0.012930681607849284
2458056.4014309514 8948743.219753694 3279.1537186620794 -0.08882995634343835 0.07256094230873601
2458055.059507885 8942757.206360526 3298.634072445575 0.022370511161165743 -0.03466839264604141
2458055.2652615025 8915642.472469319 3282.183447875872 0.018986268604317205 -0.013703355759536878
