58054.2933657	31471.860819503298
58054.296942	31492.620042348753
58054.3005182	31499.885994311866
58054.3040945	31540.701114264557
58054.307671	31523.25962723026
58054.3112475	31539.454641579086
58054.3148238	31569.96198553848
58054.3530994	31456.60862875566
58054.3566757	31529.091999671426
58054.3602519	31537.483725477374
58054.3638286	31567.3104971018
58054.3674049	31589.08666764506
58054.3709812	31589.18389224924
58054.3745577	31600.908869436007
58054.3781342	31590.71503102658
58054.3817105	31582.344491127504
58054.4193145	31480.794230905132
58054.422891	31533.19147727341
58054.4264675	31574.992877083045
58054.4300438	31584.1275588827
58054.4336201	31577.76963300527
58054.4371966	31579.889001634452
58054.4407731	31570.305404383733
58054.4443494	31587.31301984301
58054.4479257	31575.84727059674
58054.4855068	31464.555320180418
58054.4890831	31541.955672698477
58054.4926595	31571.149808403166
58054.496236	31607.647437271076
58054.4998123	31596.08844590255
58054.5033886	31623.625071550334
58054.5069651	31584.013519641125
58054.5105416	31582.413070909195
58054.5141179	31589.364073199205
58054.5517105	31485.3325510255
58054.5552868	31564.6718077245
58054.5588632	31558.71423747438
58054.5624397	31585.535516906915
58054.566016	31586.14611620638
58054.5695923	31607.07907052175
58054.5731688	31606.67827151672
58054.5767453	31590.850117570022
58054.5803216	31610.650694730895
58054.6179257	31495.803783887917
58054.6215021	31584.708446081775
58054.6250786	31567.24120827345
58054.6286549	31589.251293384754
58054.6322312	31589.146003016696
58054.6358077	31576.84829533904
58054.6393842	31593.068153742275
58054.6429605	31611.0618774818
58054.6465368	31583.223178239437
58054.6841179	31450.586916837372
58054.6876942	31498.02156283892
58054.6912707	31513.494251323806
58054.6948471	31514.476602402352
58054.6984234	31497.46865280746
58054.7019997	31513.980074758772
58054.7055762	31492.89686873615
58054.7091527	31491.418782236557
58054.712729	31508.993299400237
58054.7503216	31339.240228804272
58054.7538979	31463.215542640617
58054.7574744	31457.79650348435
58054.7610508	31471.341009881187
58054.7646271	31476.02305005237
58054.7682034	31490.979525434774
58054.7717799	31488.097312757924
58054.7753564	31483.469677209265
58054.7789327	31488.88660525575
58054.8165368	31351.791806414105
58054.8201132	31439.550311477204
58054.8236897	31462.548488030945
58054.827266	31463.6362806193
58054.8308423	31479.803776617136
58054.8344188	31487.501181210646
58054.8379953	31506.307774740064
58054.8415716	31475.504319898057
58054.8451479	31456.115514284287
58054.8827405	31369.230104746366
58054.8863169	31430.73232138418
58054.8898934	31459.55959390141
58054.8934697	31472.435768566807
58054.897046	31491.764884076303
58054.9006225	31482.086882045478
58054.904199	31479.217146017305
58054.9077753	31499.283728602793
58054.9113516	31488.013230122102
58054.9489442	31379.419883253282
